# Identification List of Lines in Stellar Spectra (2951 A - 1.32 um)
 4453.35    V II        199               30.      
 4453.708   TiI         160               20.     
 4453.931   GdII        64                60.     
 4454.37    [FeI  ]  F  21        
 4454.382   PrII        5                 30.     
 4454.383   FeI         350                5.     
 4454.629   SmII        49               200.     
 4454.655   FeI         902                1.      
 4454.781   CaI         4                 80.            
 4454.80    ZrII        40                10.     
 4455.012   MnI         28                 6.            
 4455.032   FeI         974                2.      
 4455.258   FeII                           3.     
 4455.318   MnI         28                 6.            
 4455.321   TiI         113               30.     
 4455.45    CrI         127                7.     
 4455.79    LaII        53                50.     
 4455.821   MnI         28                 6.            
 4455.85    FeII  P  P  140        
 4455.887   CaI         4                 40.            
 4456.331   FeI         516                1.      
 4456.394   NdII        50                40.     
 4456.43    S II        43                 2.     
 4456.53    V II        199                3.      
 4456.612   CaI         4                 10.            
 4456.63    FeI   P  P  973        
 4456.650   TiII        115                        
 4456.84    CrII  P  P  16        
 4456.95    NeII        61                 5.     
 4457.045   MnI         28                 5.            
 4457.179   NdII        18                 5.      
 4457.42    ZrII        79                 8.     
 4457.428   TiI         113               40.            
 4457.479   V I         21                15.            
 4457.549   MnI         28                 8.            
 4457.759   V I         101                8.     
 4457.95    [FeII ]  F  6        
 4458.101   FeI         992                3.      
 4458.262   MnI         28                12.            
 4458.336   PrII        8                 25.     
 4458.517   SmII        7                400.     
 4458.538   CrI         127               45.     
 4458.57    [FeI  ]  F  6        
 4459.037   NiI         86                20.     
 4459.121   FeI         68                10.            
 4459.34    CrI         63                18.      
 4459.738   CrI         127               25.     
 4459.760   V I         21                30.            
 4459.96    N II        21                 1.     
 4460.12    FeI   P  P  271                        
 4460.16    V I   P  P  62                         
 4460.213   CeII        2                400.     
 4460.292   V I         21                50.            
 4460.377   MnI         28                 3.     
 4460.55    FeI   P  P  1100                       
 4460.56    ArII        1                  6.     
 4460.769   CrI         63                18.     
 4461.0     [CoVII]  F  1        
 4461.0     [MnIV ]  F  2        
 4461.085   MnI         28                 8.     
 4461.138   CeII        10                50.     
 4461.205   FeI         471                4.      
 4461.22    ZrII        67                10.     
 4461.37    FeI         725                1.      
 4461.43    FeII  P  P  26        
 4461.54    [NiII ]  F  10        
 4461.56    O III       33                 1.     
 4461.654   FeI         2                  8.            
 4461.80    FeI   P  P  412                        
 4461.989   FeI         471,625,902        4.      
 4462.      TiO                                          
 4462.022   MnI         28                20.     
 4462.099   TiI         8                  3.      
 4462.20    FeI   P  P  824                        
 4462.363   V I         87                20.     
 4462.407   NdII        54                30.     
 4462.460   NiI         86                10.     
 4462.76    V II  P  P  13        
 4462.774   CrI         127               30.     
 4462.90    FeIII       106                3.     
 4462.95    P II        25                 5.     
 4462.985   NdII        50               250.     
 4463.14    FeI   P  P  471                        
 4463.16    FeI   P  P  901                        
 4463.247   GdII        83                80.     
 4463.391   TiI         160                8.     
 4463.410   CeII        20                60.     
 4463.427   NiI         102                3.      
 4463.539   TiI         160                8.     
 4463.582   S II        43                 7.     
 4464.32    V II        199               40.      
 4464.425   S II                           6.     
 4464.458   TiII        40                 1.            
 4464.669   CrI         127               25.     
 4464.677   MnI         22                 8.     
 4464.69    FeI   P  P  555        
 4464.747   V I         110                2.     
 4464.773   FeI         472                2.      
 4464.907   CrI         127               25.     
 4464.97    EuII        27               200.     
 4465.075   NdII        5                 10.     
 4465.15    CrI         267               20.     
 4465.33    FeI   P  P  1099               1.      
 4465.357   CrI         127               35.     
 4465.4     Y II        81                10.      
 4465.40    O II        94                 4.     
 4465.54    N II        21                 0.     
 4465.601   NdII        13                10.     
 4465.78    CrII        191                4.     
 4465.807   TiI         146               20.     
 4466.11    P II        24                 3.     
 4466.13    CrI   P  P  34        
 4466.165   CrI         127               25.     
 4466.183   FeI         901                1.      
 4466.32    O II        87                 2.      
 4466.33    [NiII ]  F  10        
 4466.394   NiI         168                3.      
 4466.41    HfII        72                30.     
 4466.547   GdII        44               500.     
 4466.554   FeI         350               12.            
 4466.57    FeI   P  P  2                          
 4466.65    K II        6                 20.     
 4466.881   CoI         150               10.     
 4466.939   FeI         992                2.      
 4467.227   GdII        82                80.     
 4467.342   SmII        53               500.     
 4467.36    FeIII       106                1.     
 4467.446   FeI         1048               1.      
 4467.537   CeII        17                 5.      
 4467.561   CrI         127               30.     
 4467.83    S III       7                  1.      
 4467.88    O II        94                 4.     
 4467.98    P II        25                 4.     
 4468.      TiVII ?  ?   1        
 4468.010   V I         87                 8.     
 4468.38    CrI         127                7.     
 4468.493   TiII        31                50.            
 4468.712   PrII        20               150.     
 4468.759   V I         102                4.     
 4468.91    NeII        61                 5.     
 4469.160   TiII        18                               
 4469.32    O II        59,94              3.     
 4469.37    ClI         15                18.     
 4469.381   FeI         830                5.      
 4469.547   CoI         150               15.     
 4469.710   V I         87                15.     
 4469.850   CeII        230                4.      
 4469.92    HeI   P  P   15        
 4470.138   MnI         22                 6.     
 4470.29    [FeII ]  F  6        
 4470.39    V II  P  P  30        
 4470.483   NiI         86                15.     
 4470.864   TiII        40                         
 4471.238   TiI         146               20.     
 4471.240   CeII        8                200.     
 4471.29    GdII        82               200.     
 4471.477   HeI         14                 6.            
 4471.52    NeII        65                 3.     
 4471.550   CoI         150                5.     
 4471.68    FeI   P  P  2                  1.      
 4471.688   HeI         14                 1.            
 4471.81    FeI   P  P  972                1.      
 4472.09    CaII        6                  0.      
 4472.37    [TiI  ]  F  19        
 4472.52    FeI   P  P  39                         
 4472.57    FeI   P  P  411                        
 4472.721   FeI         595,900            2.      
 4472.792   MnI         22                 5.     
 4472.921   FeII        37                 2.     
 4473.015   SmII        26               150.     
 4473.46    [FeI  ]  F  6        
 4473.782   CrI         63                40.     
 4474.03    LaII        133               10.     
 4474.045   V I         110               10.     
 4474.194   FeII        171                0.      
 4474.714   V I         101               12.     
 4474.77    ArII        38                 6.     
 4474.852   TiI         113,184            8.     
 4474.91    [FeII ]  F  7        
 4474.95    O III       37                 1.      
 4475.0     [CoVII]  F  2        
 4475.19    TiI   P  P  184        
 4475.20    CrI   P  P  63        
 4475.22    NeII        65                 1.     
 4475.24    V II        198                1.     
 4475.27    P II        24                 7.      
 4475.28    ClII        41,85             20.     
 4475.31    ClI         7                 15.     
 4475.345   CrI         95                50.     
 4475.518   TiI         184                1.     
 4475.70    V II        199               20.      
 4475.72    Y I         14                20.     
 4475.99    FeI   P  P  899                        
 4476.021   FeI         350               10.            
 4476.08    O II        87                 0.      
 4476.082   FeI         830                4.      
 4476.61    TiI   P  P  184        
 4477.02    CrI         63                35.      
 4477.45    Y I         14                25.     
 4477.74    N II        21                 2.     
 4477.88    O II        88                 2.      
 4477.91    [TiI  ]  F  19        
 4478.03    V II  P  P  13        
 4478.040   FeI         69                 1.      
 4478.319   CoI         150                4.     
 4478.48    S III       7                 00.     
 4478.657   SmII                         125.     
 4478.795   GdII        15               250.     
 4478.8     [MnIV ]  F  1        
 4479.      N IV  P  P  6        
 4479.00    FeI   P  P  987                        
 4479.01    FeI   P  P  899                        
 4479.29    CaII        6                  1.      
 4479.259   CeII        203               50.     
 4479.432   CeII        124               30.     
 4479.612   FeI         828,848            3.      
 4479.724   TiI         146                9.     
 4479.891   AlIII       8                  3.     
 4479.968   AlIII       8                  4.     
 4479.97    FeI   P  P  974                        
 4480.142   FeI         515                3.      
 4480.263   CrI         197               30.     
 4480.27    FeI   P  P  823                        
 4480.350   CuI         8                100.     
 4480.46    FeII  P  P  20        
 4480.570   NiI         211                3.      
 4480.6     [MnIV ]  F  2        
 4480.600   TiI         146                5.     
 4480.687   FeII                           1.     
 4480.85    ArII        104                0.      
 4481.04    FeI   P  P  893                        
 4481.056   GdII        44               300.     
 4481.129   MgII        4                100.            
 4481.21    LaII        146               25.      
 4481.23    NiI         168                2.      
 4481.261   TiI         146               30.     
 4481.273   TmII        1                200.     
 4481.327   MgII        4                100.            
 4481.44    CrI         270               18.     
 4481.621   FeI         827                2.      
 4481.83    ArII        39                 8.     
 4482.02    ClII        85                10.     
 4482.04    ZrII        131                3.     
 4482.171   FeI         2                  4.            
 4482.257   FeI         68                 6.            
 4482.40    TiII  P  P  30        
 4482.688   TiI         113               10.     
 4482.750   FeI         828                2.      
 4482.878   CrI         197               40.     
 4483.328   GdII        62               300.     
 4483.424   S II        43                 6.     
 4483.50    V II        224                2.      
 4483.67    P II        25                 3.     
 4483.78    FeI   P  P  898                        
 4483.900   CeII  P  P  3        
 4483.918   CoI         150                3.     
 4484.227   FeI         828                4.     
 4484.513   CoI         27                 2.      
 4484.54    NiI         102                1.      
 4484.68    CrI         151                8.     
 4484.84    [TiI  ]  F  19        
 4484.93    FeII  P  P  9        
 4485.013   TiI         184                1.     
 4485.15    EuII        26               100.     
 4485.44    ZrII        79                 2.     
 4485.679   FeI         830                2.      
 4485.87    [NiII ]  F  3        
 4485.97    FeI   P  P  825                        
 4486.14    HfII        23                30.     
 4486.35    [TiI  ]  F  19        
 4486.352   GdII        135              100.     
 4486.65    HfII        107               20.     
 4486.66    S II        43                 3.     
 4486.909   CeII        57               150.     
 4487.01    FeI   P  P  988                        
 4487.28    Y I         14                20.     
 4487.36    FeI   P  P  824                        
 4487.46    B III       2                  5.      
 4487.46    CrI         63                 5.      
 4487.47    Y I         14                40.     
 4487.72    O II        104                0.      
 4487.74    FeI   P  P  594                        
 4487.821   PrII        3                 20.     
 4488.051   CrI         293               30.     
 4488.09    O II        104                2.      
 4488.140   FeI         819                2.      
 4488.15    N II        21                 0.     
 4488.27    TiI   P  P  184                        
 4488.319   TiII        115               15.     
 4488.401   GdII        82                80.     
 4488.75    [FeII ]  F  6        
 4488.76    [TiI  ]  F  19        
 4488.898   V I         86,110            20.     
 4488.917   FeI         213,827            2.      
 4489.089   TiI         146               20.     
 4489.185   FeII        37                 4.            
 4489.471   CrI                            5.      
 4489.48    O II        86                 1.      
 4489.741   FeI         2                  3.            
 4489.87    AlII        107                0.5     
 4490.00    ClII        41                50.     
 4490.081   MnI         22                 5.     
 4490.084   FeI         469                2.      
 4490.24    FeI   P  P  319                        
 4490.541   NiI         134,235            3.      
 4490.56    CrI         267                8.      
 4490.60    HfII        74                20.     
 4490.63    FeI   P  P  891                        
 4490.773   FeI         974                2.      
 4490.815   V I         86                 5.     
 4490.90    [AlIII]  f  7                  2.      
 4490.99    ArII        39                 5.     
 4491.10    CeII  P  P  19        
 4491.164   V I         62                 2.     
 4491.25    O II        86                 3.            
 4491.401   FeII        37                 5.            
 4491.678   CrI         95                30.     
 4491.858   CrI         83                35.     
 4492.3     [CoVII]  F  2        
 4492.312   CrI         197               40.     
 4492.3     S II        58                00.     
 4492.40    N I                            7.     
 4492.427   PrII        23                15.     
 4492.540   TiI         184                3.     
 4492.64    [FeII ]  F  6        
 4492.693   FeI         969                1.      
 4492.98    FeI   P  P  639                        
 4493.23    [FeI  ]  F  5        
 4493.3     [NiVII]  F  1        
 4493.37    FeI   P  P  796                1.      
 4493.53    TiII        18                 1.      
 4493.579   FeII        222                1.      
 4494.05    FeI   P  P  973                        
 4494.180   NaI         15                 2.      
 4494.41    ZrII        130                8.     
 4494.47    FeI   P  P  411                        
 4494.568   FeI         68                12.            
 4494.57    [FeI  ]  F  6        
 4494.67    N I                            5.     
 4494.71    LaI         11                30.     
 4494.746   CoI         168                2.     
 4494.853   GdII        14                25.     
 4495.      N IV  P  P  6        
 4495.006   TiI                            4.     
 4495.04    CrI         101                4.     
 4495.275   CrI         275               12.     
 4495.3     [MnIV ]  F  2        
 4495.386   FeI         319,970            1.      
 4495.389   CeII        154                4.      
 4495.44    ZrII        79                 3.     
 4495.46    TiII  P  P  40        
 4495.52    FeII  P  P  147        
 4495.566   FeI         827                1.      
 4495.9     S II        48                00.     
 4495.986   FeI         825                1.      
 4496.062   V I         110                8.     
 4496.146   TiI         146               20.            
 4496.21    [TiI  ]  F  19        
 4496.245   TiI         8                  3.     
 4496.429   PrII        4,25             250.     
 4496.75    TiI   P  P  184        
 4496.862   CrI         10               100.            
 4496.864   V I         86                 5.     
 4496.96    ZrII        40                15.     
 4496.989   MnII        17                 2.     
 4497.23    [TiI  ]  F  19        
 4497.30    ClII        41,85             18.     
 4497.4     [MnIV ]  F  1        
 4497.58    B III       3                 10.      
 4497.657   NaI         15                 2.      
 4497.709   TiI         184                3.     
 4497.849   CeII        19                25.     
 4497.88    S II        53                00.     
 4498.276   GdII        31               300.     
 4498.54    FeI   P  P  988                        
 4498.55    ArII        136                5.     
 4498.730   CrI         81                35.     
 4498.76    LaII        94                10.     
 4498.897   MnI         22                 7.     
 4498.90    [TiI  ]  F  19        
 4498.94    NeII        64                 5.     
 4499.18    P II        11                 7.      
 4499.29    S III       7                  0.      
 4499.475   SmII        23               125.     
 4500.00    [TiI  ]  F  19        
 4500.295   CrI         150               40.     
 4500.32    TiII  P  P  18        
 4500.86    V II  P  P  30        
 4501.112   CrI         81                35.     
 4501.256   V I         86                 1.     
 4501.270   TiII        31                40.            
 4501.36    [TiI  ]  F  19        
 4501.692   NiI         115                1.      
 4501.788   CrI         81                25.     
 4501.808   NdII        53                50.     
 4501.972   V I         62                 8.     
 4502.16    LaII        154               10.      
 4502.220   MnI         22                 7.     
 4502.52    NeII        56                 0.5     
 4502.592   FeI         796                1.      
 4502.95    ArII        63                 5.     
 4503.05    CrI         310               12.     
 4503.13    V II  P  P  13        
 4503.762   TiI         184                4.      
 4504.23    FeI   P  P  988                        
 4504.27    ClII        41                20.     
 4504.52    CrII  P  P  16        
 4504.71    [TiI  ]  F  19        
 4504.838   FeI         555                2.      
 4505.00    CaI         24                 0.      
 4505.22    CrI         151                1.     
 4505.33    K II        4                 30.     
 4505.715   TiI         184                1.     
 4505.75    NdII        3                  8.      
 4505.9     [CoVII]  F  1        
 4505.95    Y I         14                50.     
 4505.997   CuII        1                 75.      
 4506.      TiO                                          
 4506.302   NiI         133                1.      
 4506.333   GdII        44               200.     
 4506.50    O II                           2.      
 4506.582   NdII        7                 30.     
 4506.624   CaI         24                 1.      
 4506.74    TiII  P  P  30        
 4506.853   CrI         288               30.     
 4506.9     [S I  ]  F  2        
 4506.931   GdII        13                60.     
 4507.11    ZrI         31                30.     
 4507.19    CrII  P  P  16        
 4507.195   FeII        213                0.      
 4507.417   CaI         24                 1.      
 4507.559   N II        21                 3.     
 4507.854   CaI         24                 1.     
 4507.95    CrI         267                4.      
 4508.083   CeII        153                8.      
 4508.21    NeII        68                 3.     
 4508.26    FeII  P  P  222                        
 4508.283   FeII        38                 8.     
 4508.48    LaII        52                10.     
 4508.52    [TiI  ]  F  19        
 4509.0     S II        48                00.     
 4509.082   GdII        84                50.     
 4509.13    FeI   P  P  213                        
 4509.287   V I         110                3.     
 4509.306   FeI         514,937            1.      
 4509.446   CaI         24                 3.     
 4509.61    [FeII ]  F  6        
 4509.85    [TiI  ]  F  19        
 4510.160   PrII        20               100.     
 4510.210   MnII        17                 3.     
 4510.380   GdII        30                30.      
 4510.63    [FeI  ]  F  6        
 4510.7333  ArI         9                 80.      
 4510.82    FeI   P  P  823                        
 4510.92    N III       3                  6.            
 4511.0     [K IV ]  F  2                        62.5  
 4511.04    FeI   P  P  970                        
 4511.176   TiI                            3.     
 4511.29    NeII        70                 2.     
 4511.310   InI         1                 10.     
 4511.37    NeII        70                 4.     
 4511.82    CrII  P  P  191        
 4511.829   SmII        14               200.     
 4511.903   CrI         150               60.     
 4512.282   CaI         24                 5.     
 4512.535   AlIII       3                  8.      
 4512.72    V II        212               60.      
 4512.734   TiI         42                40.            
 4512.995   NiI         163                3.      
 4513.21    CrI         150                8.      
 4513.58    Y I         15                 4.     
 4513.715   TiI         112                1.     
 4513.72    FeI   P  P  213                        
 4513.89    CrI         175                3.     
 4513.90    NiI   P  P  131        
 4514.189   FeI         514                2.      
 4514.191   V I         110                6.     
 4514.373   CrI         287               20.     
 4514.505   GdII        103              200.     
 4514.531   CrI         95                40.     
 4514.80    NeII        55                 2.     
 4514.89    N III       3                  7.            
 4514.90    [FeII ]  F  6        
 4515.094   SmII                         150.     
 4515.17    FeI   P  P  319        
 4515.19    FeII  P  P  20        
 4515.337   FeII        37                 7.     
 4515.440   CrI         126               25.     
 4515.52    [TiI  ]  F  19        
 4515.558   V I         100                2.     
 4515.610   TiI         184                1.     
 4516.02    C III       9                  3.     
 4516.08    FeI   P  P  639                        
 4516.27    FeI   P  P  819                        
 4516.38    LaII                           5.      
 4516.45    FeI   P  P  825                        
 4516.56    CrII  P  P  191        
 4516.60    [FeI  ]  F  6        
 4516.93    C III       9                  4.     
 4517.094   CoI         150                4.     
 4517.10    GdII        135               30.     
 4517.35    V II        211                3.      
 4517.36    [TiI  ]  F  19        
 4517.43    HeI   P  P   13        
 4517.530   FeI         472                2.      
 4517.595   PrII        2                 40.     
 4517.60    FeI   P  P  992                        
 4517.79    NeII        55                 2.     
 4517.81    NiI         103                1.      
 4518.022   TiI         42                50.     
 4518.18    N III       3                  3.     
 4518.30    TiII  P  P  18        
 4518.38    V II        212                2.      
 4518.45    FeI         593                1.      
 4518.58    FeI   P  P  69                         
 4518.58    LuI                          200.     
 4518.63    CrI         34,100             6.     
 4518.700   TiI         112                8.     
 4518.9     S II        47                00.     
 4519.02    HfII                          10.      
 4519.19    ClII        41                18.     
 4519.633   SmII        49               200.     
 4519.83    CrI         126                7.     
 4519.986   NiI         51                 4.     
 4520.070   GdII        82               150.     
 4520.225   FeII        37                 7.            
 4520.24    FeI   P  P  471                1.      
 4520.37    TiII  P  P  30        
 4521.141   CrI         277,287           25.     
 4521.296   GdII        44               100.     
 4521.65    FeI   P  P  641                        
 4521.76    [TiI  ]  F  19        
 4521.924   NiI         116                1.      
 4521.94    GdII        135              150.     
 4522.      O V   P  P  15        
 4522.00    CrI         173               12.     
 4522.3238  ArI         7                 40.      
 4522.37    LaII        8,74             400.     
 4522.59    EuII        4               2000.     
 4522.634   FeII        38                 9.            
 4522.66    NeII        68                 4.     
 4522.798   TiI         42                40.            
 4522.82    GdII        103              250.     
 4523.037   SmII        3                150.     
 4523.077   CeII        2                125.     
 4523.16    [NiI  ]  F  3        
 4523.403   FeI         829                2.      
 4523.60    N III       3                  4.     
 4523.6     [CrV  ]  F  3        
 4523.74    NiI   P  P  99        
 4523.912   SmII        41               250.     
 4524.218   V I         99                15.     
 4524.344   MoI         6                 10.     
 4524.68    S II        40                 2.     
 4524.732   TiII  ?  ?  60                 1.      
 4524.74    HfII        104               30.     
 4524.744   SnI         5               1000.     
 4524.81    V II  P  P  212        
 4524.841   CrI         276               15.     
 4524.928   BaII        3                 35.     
 4524.946   S II        40                 6.     
 4525.142   FeI         826                5.      
 4525.15    FeI   P  P  819                        
 4525.168   V I         110                5.     
 4525.21    TiII  P  P  18        
 4525.31    LaII        76               100.     
 4525.75    FeII  P  P  9        
 4525.875   FeI         319                1.      
 4526.108   CrI         196               40.     
 4526.12    LaII        50               200.     
 4526.20    ClI         15                30.     
 4526.374   TiI         127,184            1.     
 4526.40    FeI   P  P  969                        
 4526.466   CrI         33                75.     
 4526.55    [TiI  ]  F  19        
 4526.563   FeI         471                2.      
 4526.565   TmII        1                 80.     
 4526.58    FeII  P  P  171                        
 4526.794   CoI         177                2.     
 4526.935   CaI         36                30.     
 4527.25    Y I         14                80.     
 4527.305   TiI         42                35.            
 4527.339   CrI         33,82             40.     
 4527.348   CeII        108              200.     
 4527.455   TiI         7                  4.            
 4527.471   CrI         174               30.     
 4527.648   NbII        8                 50.      
 4527.796   FeI         641                1.      
 4527.80    Y I         14                50.     
 4527.86    N III       13                 0.     
 4527.90    FeI   P  P  897                1.      
 4527.919   CoI         156                2.     
 4527.96    S III       7                  0.      
 4527.990   V I                            5.     
 4528.      N IV  P  P  6        
 4528.3     [MnIV ]  F  2        
 4528.39    [FeII ]  F  6        
 4528.472   CeII        1                150.     
 4528.51    V II        56               300.     
 4528.619   FeI         68                18.            
 4528.7     [MnV  ]  F  3        
 4528.76    FeI   P  P  595                        
 4528.82    FeI   P  P  468                        
 4528.911   AlIII       3                  1.     
 4529.08    V II  ?  ?  198                5.     
 4529.176   AlIII       3                 10.      
 4529.301   V I         95                 4.     
 4529.376   TmII        5                 80.     
 4529.465   TiII        82                 1.     
 4529.56    FeII  P  P  171        
 4529.562   FeI         987                1.      
 4529.589   V I         99                 8.     
 4529.7     O III       32                00.     
 4529.851   CrI         33                25.     
 4530.034   MnII        17                 5.     
 4530.12    CrI   P  P  126        
 4530.403   N II        59                 5.     
 4530.54    LaII        73                15.     
 4530.57    ArII        35                 4.     
 4530.688   CrI         33               100.      
 4530.755   CrI         33               100.      
 4530.78    P II        25,35              7.      
 4530.785   CuI         8                110.     
 4530.84    N III       3                  1.     
 4530.949   CoI         150               30.     
 4531.152   FeI         39                 8.            
 4531.60    TiI   P  P  112                        
 4531.633   FeI         555,847,992        2.      
 4531.82    CrI         275                2.     
 4532.09    [FeI  ]  F  6        
 4532.188   V II        212               40.      
 4532.75    CrI         212               10.     
 4533.00    [FeII ]  F  6        
 4533.143   FeI         641                1.      
 4533.18    HfII        25                40.     
 4533.238   TiI         42                80.            
 4533.3     S II        47                00.     
 4533.81    P II        25                 2.     
 4533.966   TiII        50                30.            
 4533.985   CoI         150                7.     
 4534.154   PrII        20                60.     
 4534.166   FeII        37                 2.     
 4534.26    MgII        26                 4.     
 4534.57    N III       3                  3.     
 4534.62    FeI   P  P  1169                       
 4534.66    NeII        58                 2.     
 4534.782   TiI         42                60.            
 4535.11    N III       13                 2.     
 4535.146   CrI         33                35.     
 4535.215   V II        210                3.      
 4535.38    HfII        72                30.     
 4535.47    NeII        55                 3.     
 4535.50    FeIII                          5.     
 4535.51    ArII        86                 4.     
 4535.574   TiI         42                50.            
 4535.7     [MnIV ]  F  1        
 4535.721   CrI   *  *  33,276            60.     
 4535.75    ZrI         30                30.     
 4535.87    TiI   P  P  112        
 4535.920   TiI         42                40.            
 4535.921   PrII        1                 60.     
 4536.05    [TiI  ]  F  19        
 4536.051   TiI         42                40.            
 4536.509   FeI         896                1.      
 4536.55    CrI         190                4.     
 4536.78    ClII        41                20.     
 4537.663   V I         82                 6.     
 4537.67    ArII        123                4.     
 4537.677   FeI         594                1.      
 4537.751   NeI         11                10.      
 4537.952   SmII        45               200.     
 4538.20    FeI   P  P  1071                       
 4538.58    FeI   P  P  972                        
 4538.64    V II        212                2.     
 4538.73    ArII        104                1.      
 4538.764   FeI         115                1.      
 4538.84    FeI         969                2.      
 4538.87    LaII        149                8.      
 4538.95    FeI   P  P  1048                       
 4539.096   TiI                            3.     
 4539.62    CrII        39                 2.     
 4539.755   CeII        108              200.     
 4539.788   CrI         33                30.     
 4540.014   V I         100                6.     
 4540.016   GdII        135              200.     
 4540.376   NeI         17                10.      
 4540.483   TiI         8                  1.     
 4540.502   CrI         33                50.     
 4540.71    LaII        81                10.     
 4540.719   CrI         150               50.     
 4540.873   TiI         112                1.     
 4541.071   CrI         33                30.     
 4541.269   NdII        58                50.     
 4541.31    HfII        36                20.     
 4541.513   CrI         149               25.     
 4541.523   FeII        38                 4.     
 4541.59    [HeII ]  A  2                                
 4541.671   NaI         14                 3.      
 4541.953   FeI         593                1.      
 4542.22    ZrI         49                20.     
 4542.422   FeI         894                2.      
 4542.603   NdII                          60.     
 4542.621   CrI         149,275           35.     
 4542.720   FeI         827                1.      
 4542.77    CrII  P  P  16        
 4543.22    FeI   P  P  893                        
 4543.74    CrI         100               20.     
 4543.810   CoI         142                6.     
 4543.91    ArII        95                 1.     
 4543.948   SmII        32               250.     
 4544.009   TiII        60                         
 4544.11    NeII        64                 1.     
 4544.36    [FeI  ]  F  5        
 4544.48    ClII        48                10.     
 4544.50    FeI   P  P  970                        
 4544.619   CrI         33                50.     
 4544.698   TiI         42                30.            
 4544.70    CrII  P  P  16        
 4544.80    N III       12                 0.      
 4544.961   CeII        123                5.      
 4545.      TiVII ?  ?   1        
 4545.08    ArII        15                10.     
 4545.144   TiII        30                         
 4545.20    [FeI  ]  F  21        
 4545.218   NaI         14                 4.      
 4545.355   CrI         33                25.     
 4545.394   V I         109               25.     
 4545.49    CrII  P  P  16        
 4545.54    FeI   P  P  894                        
 4545.956   CrI         10                50.            
 4545.985   CoI         142                1.     
 4546.36    N III       13                 3.     
 4546.47    FeI   P  P  1047                       
 4546.68    FeI   P  P  989                        
 4546.930   NiI         261                5.     
 4547.022   FeI         39                 2.      
 4547.234   NiI         146                3.     
 4547.34    N III       3                  0.     
 4547.78    ArII        76                 5.     
 4547.850   TiI         270                2.            
 4547.851   FeI         755        
 4548.      TiO                                          
 4548.094   TiI         270                2.            
 4548.3     [BeI  ]  F  1        
 4548.32    [FeI  ]  F  21        
 4548.5     [MnIV ]  F  2        
 4548.764   TiI         42                35.            
 4549.214   FeII        186                4.     
 4549.467   FeII        38                10.            
 4549.50    LaI         11                50.     
 4549.547   S II                           5.     
 4549.622   TiII        82                60.            
 4549.644   V I                           10.     
 4549.658   CoI         150               10.     
 4549.82    TiII  P  P  39        
 4550.48    [FeII ]  F  6        
 4550.64    [FeI  ]  F  6        
 4550.954   GdII        44               150.     
 4551.236   NiI         236                3.      
 4551.297   CeII        229               20.      
 4551.455   GdII        62                30.     
 4551.667   FeI         972                1.      
 4551.860   V I         82                 3.     
 4551.98    [FeII ]  F  6        
 4552.25    TiII  P  P  30        
 4552.37    AsII        4                  8.     
 4552.378   S II        40,48              7.     
 4552.453   TiI         42                35.            
 4552.536   N II        58                 4.            
 4552.544   FeI                            3.      
 4552.654   SiIII       2                  9.            
 4552.659   SmII        23               150.     
 4553.01    ZrI         31                12.     
 4553.056   V I         133                7.     
 4553.16    NeII        55                 4.     
 4553.175   NiI         135                3.      
 4553.48    FeI   P  P  472        
 4553.949   CrI         276               18.     
 4553.96    ZrII        130               12.     
 4554.033   BaII        1               1000.            
 4554.28    O V         7                  0.     
 4554.467   FeI         319                1.      
 4554.49    [FeI  ]  F  6        
 4554.509   RuI         5                 10.      
 4554.81    P II        28                 6.      
 4554.830   CrI         173               25.     
 4554.989   GdII        82                50.     
 4555.01    [FeII ]  F  6        
 4555.02    CrII        44                20.     
 4555.069   TiI         266                3.     
 4555.09    CrI   ?  ?  149               10.      
 4555.30    CrI         212               15.     
 4555.30    O III       34                 0.     
 4555.421   CsI         2               2000.     3.88  
 4555.486   TiI         42                30.            
 4555.75    FeI   P  P  640                        
 4555.890   FeII        37                 8.            
 4555.922   CuII        1                100.      
 4556.129   FeI         410,820,974        4.            
 4556.136   NdII        6                 12.     
 4556.169   CrI         173               40.     
 4556.735   NdII        12                12.     
 4556.765   V II        198                4.     
 4556.939   FeI         638                1.      
 4557.237   ScI                            5.     
 4557.857   TiI         270                2.     
 4558.04    P II        29                 6.      
 4558.080   GdII        44               250.     
 4558.092   TiI         262,263            2.     
 4558.108   FeI         894,974            1.      
 4558.46    LaII        39               200.     
 4558.46    V II        212               20.     
 4558.58    FeII  P  P  20        
 4558.659   CrII        44               100.            
 4558.83    CrII  P  P  44                               
 4559.09    FeIII                          6.     
 4559.28    LaII        53               100.     
 4559.920   TiI         112                6.     
 4559.945   NiI         115                3.      
 4560.096   FeI         823                2.      
 4560.26    CrI         211                1.     
 4560.280   CeII        8                125.     
 4560.710   V I         109               20.     
 4560.959   CeII        2                 60.     
 4561.03    ArII        51                 4.     
 4561.20    CrI         34                 2.     
 4561.461   PrII        23                 6.      
 4561.54    CrI         277               10.      
 4561.88    S II                           2.     
 4562.05    NeII        64                 1.     
 4562.360   CeII        1                400.     
 4562.5     LaII        161                5.      
 4562.637   TiI         7                  6.     
 4563.245   CrI         246               15.     
 4563.427   TiI         266                5.     
 4563.657   CrI         172               25.     
 4563.7     [MnIV ]  F  2        
 4563.761   TiII        50                30.            
 4563.78    ArII                           5.     
 4564.166   CrI         312               40.     
