   4215.60       1.6E-01  Si II      E1                3s.3p.(3Po).3d-3s.3p.(3Po).4f                       2Fo-F[3]        7/2-5/2                                               131918.80 -   155633.50 001
   4219.80       1.6E-01  Si II      E1                3s.3p.(3Po).3d-3s.3p.(3Po).4f                       2Fo-F[3]        7/2-7/2                                               131918.80 -   155609.90 001
   4226.62       1.6E-01  Si II      E1                3s.3p.(3Po).3d-3s.3p.(3Po).4f                       2Fo-F[2]        7/2-5/2                                               131918.80 -   155571.70 001
   4232.849      1.6E-02  Si II      E1                   3s2.(1S).5s-3s.3p.(3Po).4s                        2S-2Po         1/2-3/2  2.96E+06 1.59E-02 4.44E-01  -1.4967     3     97972.09 -   121590.19 001
   4259.191      1.6E-02  Si II      E1                   3s2.(1S).5s-3s.3p.(3Po).4s                        2S-2Po         1/2-1/2  2.91E+06 7.92E-03 2.22E-01  -1.8004     3     97972.09 -   121444.12 001
   4339.1        1.2E+00  Si II      E1                   3s2.(1S).5f-3s.3p.(3Po).4p                       2Fo-2D          7/2-*                                                 113760.15 -   136800.00 001
   4339.1        1.2E+00  Si II      E1                   3s2.(1S).5f-3s.3p.(3Po).4p                       2Fo-2D          5/2-*                                                 113760.32 -   136800.00 001
   4363.88       1.2E-01  Si II      E1                   3s2.(1S).5d-3p3                                   2D-2Do         3/2-3/2  1.33E+05 3.80E-04 2.18E-02  -2.8184     3    112394.56 -   135303.50 001
   4363.91       1.2E-01  Si II      E1                   3s2.(1S).5d-3p3                                   2D-2Do         5/2-3/2  1.48E+04 2.81E-05 2.43E-03  -3.7726     3    112394.72 -   135303.50 001
   4365.06       1.2E-01  Si II      E1                   3s2.(1S).5d-3p3                                   2D-2Do         3/2-5/2  9.84E+03 4.22E-05 2.43E-03  -3.7727     3    112394.56 -   135297.30 001
   4365.09       1.2E-01  Si II      E1                   3s2.(1S).5d-3p3                                   2D-2Do         5/2-5/2  1.38E+05 3.94E-04 3.40E-02  -2.6266     3    112394.72 -   135297.30 001
   4376.969      1.7E-02  Si II      E1                   3s2.(1S).4f-3s2.(1S).9g                          2Fo-2G          7/2-*    2.46E+06 1.59E-02 1.84E+00  -0.8947     3    103556.03 -   126396.47 001
   4376.994      1.7E-02  Si II      E1                   3s2.(1S).4f-3s2.(1S).9g                          2Fo-2G          5/2-*    1.85E+06 1.59E-02 1.38E+00  -1.0196     3    103556.16 -   126396.47 001
