   5053.03       2.3E-01  Si II]     E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        2P-4Do         3/2-5/2                                               132676.20 -   152460.80 001
   5060.50       2.3E-01  Si II]     E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        2P-4Do         3/2-3/2                                               132676.20 -   152431.60 001
   5063.96       2.3E-01  Si II]     E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        2P-4Do         3/2-1/2                                               132676.20 -   152418.10 001
   5094.9        1.6E+00  Si II]     E1                3s.3p.(3Po).4s-3s.3p.(3Po).4p                       4Po-2D          5/2-*                                                 117178.06 -   136800.00 001
   5259.952      2.5E-02  Si II]     E1                   3s2.(1S).5s-3s.3p.(3Po).4s                        2S-4Po         1/2-3/2                                                97972.09 -   116978.38 001
   5292.252      2.5E-02  Si II]     E1                   3s2.(1S).5s-3s.3p.(3Po).4s                        2S-4Po         1/2-1/2                                                97972.09 -   116862.38 001
   5432.641      2.6E-02  Si II]     E1                   3s2.(1S).5f-3s.3p.(3Po).4p                       2Fo-4D          7/2-7/2                                               113760.15 -   132162.29 001
   5432.691      2.6E-02  Si II]     E1                   3s2.(1S).5f-3s.3p.(3Po).4p                       2Fo-4D          5/2-7/2                                               113760.32 -   132162.29 001
   5484.571      2.7E-02  Si II]     E1                   3s2.(1S).5f-3s.3p.(3Po).4p                       2Fo-4D          7/2-5/2                                               113760.15 -   131988.05 001
   5484.623      2.7E-02  Si II]     E1                   3s2.(1S).5f-3s.3p.(3Po).4p                       2Fo-4D          5/2-5/2                                               113760.32 -   131988.05 001
   5522.836      2.7E-02  Si II]     E1                   3s2.(1S).5f-3s.3p.(3Po).4p                       2Fo-4D          5/2-3/2                                               113760.32 -   131861.93 001
   5527.51       2.7E-01  Si II]     E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        4D-2Do         1/2-3/2                                               131784.90 -   149871.20 001
   5533.70       1.9E-01  Si II]     E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        4D-2Do         3/2-5/2                                               131861.93 -   149928.00 001
   5550.519      2.7E-02  Si II]     E1                   3s2.(1S).6p-3s.3p.(3Po).4p                       2Po-4D          3/2-5/2                                               113976.72 -   131988.05 001
   5551.16       2.0E-01  Si II]     E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        4D-2Do         3/2-3/2                                               131861.93 -   149871.20 001
   5559.79       2.8E-01  Si II]     E1                3s.3p.(3Po).4p-3s.3p.(3Po).5s                        2P-4Po         3/2-5/2                                               132676.20 -   150657.50 001
   5572.60       2.0E-01  Si II]     E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        4D-2Do         5/2-5/2                                               131988.05 -   149928.00 001
   5585.088      2.8E-02  Si II]     E1                   3s2.(1S).6p-3s.3p.(3Po).4p                       2Po-4D          1/2-3/2                                               113962.08 -   131861.93 001
   5589.660      2.8E-02  Si II]     E1                   3s2.(1S).6p-3s.3p.(3Po).4p                       2Po-4D          3/2-3/2                                               113976.72 -   131861.93 001
   5590.31       2.0E-01  Si II]     E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        4D-2Do         5/2-3/2                                               131988.05 -   149871.20 001
   5600.57       2.8E-01  Si II]     E1                3s.3p.(3Po).4p-3s.3p.(3Po).5s                        2P-4Po         1/2-3/2                                               132592.10 -   150442.50 001
   5609.22       2.0E-01  Si II]     E1                   3s2.(1S).6p-3s.3p.(3Po).4p                       2Po-4D          1/2-1/2                                               113962.08 -   131784.90 001
   5613.84       2.0E-01  Si II]     E1                   3s2.(1S).6p-3s.3p.(3Po).4p                       2Po-4D          3/2-1/2                                               113976.72 -   131784.90 001
   5627.07       2.8E-01  Si II]     E1                3s.3p.(3Po).4p-3s.3p.(3Po).5s                        2P-4Po         3/2-3/2                                               132676.20 -   150442.50 001
   5627.26       2.0E-01  Si II]     E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        4D-2Do         7/2-5/2                                               132162.29 -   149928.00 001
   5638.68       2.8E-01  Si II]     E1                3s.3p.(3Po).4p-3s.3p.(3Po).5s                        2P-4Po         1/2-1/2                                               132592.10 -   150321.80 001
   5665.57       2.9E-01  Si II]     E1                3s.3p.(3Po).4p-3s.3p.(3Po).5s                        2P-4Po         3/2-1/2                                               132676.20 -   150321.80 001
   6083.5        2.3E+00  Si II]     E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        2D-4Po           *-1/2                                               136800.00 -   153233.30 001
   6101.7        2.4E+00  Si II]     E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        2D-4Po           *-3/2                                               136800.00 -   153184.30 001
   6135.7        2.4E+00  Si II]     E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        2D-4Po           *-5/2                                               136800.00 -   153093.60 001
   6188.32       3.4E-02  Si II]     E1                   3s2.(1S).4d-3s.3p.(3Po).4s                        2D-4Po         3/2-5/2                                               101023.05 -   117178.06 001
   6188.82       3.4E-02  Si II]     E1                   3s2.(1S).4d-3s.3p.(3Po).4s                        2D-4Po         5/2-5/2                                               101024.35 -   117178.06 001
   6265.77       3.5E-02  Si II]     E1                   3s2.(1S).4d-3s.3p.(3Po).4s                        2D-4Po         3/2-3/2                                               101023.05 -   116978.38 001
   6266.28       3.5E-02  Si II]     E1                   3s2.(1S).4d-3s.3p.(3Po).4s                        2D-4Po         5/2-3/2                                               101024.35 -   116978.38 001
   6305.70       2.5E-01  Si II]     E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        4P-2Do         1/2-3/2                                               134016.90 -   149871.20 001
   6307.81       2.5E-01  Si II]     E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        4P-2Do         3/2-5/2                                               134079.00 -   149928.00 001
   6311.65       3.6E-02  Si II]     E1                   3s2.(1S).4d-3s.3p.(3Po).4s                        2D-4Po         3/2-1/2                                               101023.05 -   116862.38 001
   6321.83       2.5E-01  Si II]     E1                3s.3p.(3Po).4s-3s.3p.(3Po).4p                       4Po-2P          1/2-3/2                                               116862.38 -   132676.20 001
   6330.49       2.5E-01  Si II]     E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        4P-2Do         3/2-3/2                                               134079.00 -   149871.20 001
   6353.3        2.6E+00  Si II]     E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        2D-4Do           *-7/2                                               136800.00 -   152535.50 001
   6355.63       2.6E-01  Si II]     E1                3s.3p.(3Po).4s-3s.3p.(3Po).4p                       4Po-2P          1/2-1/2                                               116862.38 -   132592.10 001
   6361.84       2.6E-01  Si II]     E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        4P-2Do         5/2-5/2                                               134213.63 -   149928.00 001
   6368.55       2.6E-01  Si II]     E1                3s.3p.(3Po).4s-3s.3p.(3Po).4p                       4Po-2P          3/2-3/2                                               116978.38 -   132676.20 001
   6383.6        2.6E+00  Si II]     E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        2D-4Do           *-5/2                                               136800.00 -   152460.80 001
   6383.91       3.6E-02  Si II]     E1                   3s2.(1S).7p-3s.3p.(3Po).4p                       2Po-4S          1/2-3/2                                               119245.22 -   134905.28 001
   6384.92       2.6E-01  Si II]     E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        4P-2Do         5/2-3/2                                               134213.63 -   149871.20 001
   6395.5        2.6E+00  Si II]     E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        2D-4Do           *-3/2                                               136800.00 -   152431.60 001
   6395.58       3.6E-02  Si II]     E1                   3s2.(1S).7p-3s.3p.(3Po).4p                       2Po-4S          3/2-3/2                                               119273.81 -   134905.28 001
   6401.0        2.6E+00  Si II]     E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        2D-4Do           *-1/2                                               136800.00 -   152418.10 001
   6402.85       2.6E-01  Si II]     E1                3s.3p.(3Po).4s-3s.3p.(3Po).4p                       4Po-2P          3/2-1/2                                               116978.38 -   132592.10 001
   6450.61       2.6E-01  Si II]     E1                3s.3p.(3Po).4s-3s.3p.(3Po).4p                       4Po-2P          5/2-3/2                                               117178.06 -   132676.20 001
   6691.67       4.0E-02  Si II]     E1                   3s2.(1S).7p-3s.3p.(3Po).4p                       2Po-4P          3/2-5/2                                               119273.81 -   134213.63 001
   6739.51       4.0E-02  Si II]     E1                   3s2.(1S).7p-3s.3p.(3Po).4p                       2Po-4P          1/2-3/2                                               119245.22 -   134079.00 001
   6752.53       4.1E-02  Si II]     E1                   3s2.(1S).7p-3s.3p.(3Po).4p                       2Po-4P          3/2-3/2                                               119273.81 -   134079.00 001
   6767.84       4.1E-02  Si II]     E1                   3s2.(1S).7p-3s.3p.(3Po).4p                       2Po-4P          1/2-1/2                                               119245.22 -   134016.90 001
   6780.97       4.1E-02  Si II]     E1                   3s2.(1S).7p-3s.3p.(3Po).4p                       2Po-4P          3/2-1/2                                               119273.81 -   134016.90 001
   6923.         3.0E+00  Si II]     E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        2D-4Fo           *-7/2                                               136800.00 -   151239.90 001
   6970.         3.1E+00  Si II]     E1                3s.3p.(3Po).4p-3s.3p.(3Po).4d                        2D-4Fo           *-5/2                                               136800.00 -   151142.10 001
